320.64,465.11,462.73,402.47
320.64,465.11,406.61,379.21
320.64,465.11,423.45,386.19
320.64,465.11,411.76,361.36
325.17,452.43,427.05,373.75
328.34,443.55,480.38,282.04
326.05,450.01,420.19,293.95
324.37,454.57,399.14,299.48
323.2,457.76,416.55,331.38
322.38,459.99,428.73,353.71
321.85,461.53,437.26,369.34
321.47,462.61,443.23,380.28
321.21,463.36,447.41,387.94
321.03,463.89,450.33,393.3
320.9,464.26,452.38,397.05
320.81,464.52,453.82,399.68
320.75,464.7,419.94,379.96
325.25,452.14,475.4,286.35
328.4,443.35,514.22,220.81
326.11,449.96,498.73,275.31
324.51,454.59,487.89,313.46
323.39,457.83,480.3,340.16
322.61,460.1,474.99,358.86
322.06,461.68,471.27,371.94
321.67,462.79,468.67,381.1
321.41,463.57,466.85,387.51
321.21,464.1,465.55,392
321.08,464.46,464.64,395.14
320.99,464.74,464.22,397.36
320.92,464.91,463.93,398.92
320.87,465.03,425.71,379.23
320.84,465.09,398.96,365.46
320.81,465.13,380.53,357.15
320.79,465.16,367.64,351.34
320.77,465.18,358.23,345.85
320.76,465.2,352.47,341.59
320.74,465.22,347.61,339.04
320.72,465.23,382.3,358.09
320.73,465.23,406.59,371.42
320.73,465.23,423.59,380.76
320.74,465.23,435.49,387.29
320.74,465.23,443.82,391.87
320.74,465.23,449.65,395.07
320.74,465.23,453.73,397.31
320.68,465.27,419.31,377.71
320.68,465.25,395.94,364.6
320.64,465.24,379.58,355.43
320.62,465.24,368.13,349.01
320.61,465.24,396.52,365.17
320.6,465.23,416.36,376.43
320.6,465.23,430.24,384.31
320.63,465.22,439.96,389.83
320.66,465.22,446.76,393.7
320.67,465.21,451.48,396.4
320.69,465.21,454.78,398.3
320.69,465.21,457.08,399.62
320.7,465.21,458.7,400.55
320.7,465.21,459.83,401.2
320.7,465.21,460.62,401.65
320.71,465.2,461.18,401.97
320.71,465.2,461.57,402.2
320.71,465.2,461.84,402.35
320.71,465.2,462.03,402.46
325.07,452.47,462.16,402.54
328.13,443.56,462.25,402.59
325.92,450.04,462.32,402.63
324.38,454.55,462.4,402.65
323.3,457.71,462.46,402.67
322.55,459.92,462.51,402.69
322.02,461.47,462.54,402.69
321.64,462.56,462.56,402.7
321.39,463.31,462.57,402.71
321.2,463.85,462.58,402.71
321.09,464.23,462.62,402.71
321.01,464.51,462.64,402.71
320.95,464.7,462.66,402.7
320.91,464.83,462.67,402.7
320.88,464.92,462.68,402.7
320.86,464.99,462.68,402.7
320.85,465.03,462.69,402.7
320.84,465.06,462.69,402.7
320.83,465.09,462.69,402.7
320.87,465.05,462.7,402.7
320.83,465.05,462.7,402.7
320.81,465.05,462.7,402.7
320.79,465.04,462.7,402.7
320.78,465.04,462.7,402.7
320.83,465,462.7,402.7
